日期,日度加权情绪总和,帖子数,情绪均值,指数1_强度*热度,归一化情绪因子,情绪拟合值
2023-02-27,26.36853774801442,11,2.397139795274038,5.956668617747902,0.332291388209225,0.004950442053550393
2023-02-28,37.11243182434776,18,2.06180176801932,6.0708494930703685,0.3375443541380469,-0.0035309954526191664
2023-03-01,34.481079436952804,5,6.896215887390561,12.356360118072992,0.5895805822687767,-0.006210833484444456
2023-03-02,17.143933343434473,13,1.3187641033411133,3.480294072955859,0.213733545008277,0.009017650956665554
2023-03-03,53.41342999853104,13,4.108725384502387,10.843161841347296,0.5360608659379983,0.02822720890211665
2023-03-05,-29.879497676852075,5,-5.975899535370415,-10.707374579655475,-0.476232547900867,0.006114772319289669
2023-03-06,61.94978418415537,24,2.58124100767314,8.308694277757505,0.4359988336015838,-0.02507935872356331
2023-03-07,-31.179774991166838,16,-1.9487359369479271,-5.52118466060276,-0.2443177856019975,-0.03514072400397114
2023-03-08,-62.19410822377104,17,-3.658476954339473,-10.574358465736788,-0.4708856530356119,-0.02902375470304791
2023-03-09,-77.80345716542236,22,-3.536520780246471,-11.088740450976053,-0.4913679540841549,0.004984663234974689
2023-03-10,-1.416799349700076,11,-0.1287999408818251,-0.3200558295895485,0.0201499989522161,0.005515497168290001
2023-03-11,-35.11975769156038,5,-7.023951538312076,-12.585231680169626,-0.5479225283401192,-0.03315780016339029
2023-03-12,-29.854188231958545,6,-4.975698038659757,-9.682261312062638,-0.4341349567908338,-0.03253354189332783
2023-03-13,-12.717018090924702,16,-0.7948136306827939,-2.2518765844882607,-0.0797810045614879,-0.00812335538658095
2023-03-14,-1.5913446157572633,17,-0.0936085068092507,-0.2705633843802892,0.0227134334881332,0.011888277929138293
2023-03-15,-52.76457819525736,21,-2.512598961678922,-7.766550058813572,-0.3502352552141184,-0.007367370843157027
2023-03-16,0.423318178274886,11,0.0384834707522623,0.0956278323792187,0.0416686024340528,-0.02866661136824329
2023-03-17,48.763767279794905,15,3.2509178186529937,9.01345808092564,0.4650999859625547,-0.025864414574061842
2023-03-18,-31.630364721816647,4,-7.907591180454162,-12.726777041852449,-0.5530345325769382,-0.02343635155270148
2023-03-19,-24.95566369444625,4,-6.238915923611564,-10.04114781994926,-0.4491042473622325,0.0019799550200341326
2023-03-20,-82.12565162854668,19,-4.32240271729193,-12.948761319488902,-0.560968444025854,0.00889460581474676
2023-03-21,9.341506278446714,5,1.8683012556893428,3.3475464662520453,0.2071594647031309,-0.0024169812272913484
2023-03-22,45.4508083351618,8,5.681351041895225,12.483204141726928,0.5938520544165458,0.014201735430644416
2023-03-23,39.29033449613952,16,2.45564590600872,6.957368749180922,0.3775990133691093,-0.00048231544193596404
2023-03-24,11.892351259291884,15,0.7928234172861256,2.198173265495116,0.1495137731562323,-0.004828380494609805
2023-03-25,27.39435907992671,2,13.697179539963354,15.047889762697148,0.6731567795149016,-0.0010620361275209562
2023-03-26,0.993151814043224,1,0.993151814043224,0.6884003797720557,0.0722829192826653,-0.011200072930871288
2023-03-27,7.652402140666824,3,2.550800713555608,3.536160645542733,0.2164944939166222,0.011071094302353125
2023-03-28,-39.7513740008264,9,-4.416819333425156,-10.170102355592665,-0.4544226467263793,0.04509987146020017
